year,level,country_code,country_name,school_type,characteristic_desc,characteristic_1,characteristic_2,headcount,perm_excl,perm_excl_rate,fixed_excl,fixed_excl_rate,one_plus_fixed,one_plus_fixed_rate
201415,National,E92000001,England,State-funded secondary,IDACI_decile,IDACI_decile_70_to_80pc,Total,332780,410,0.12,18710,5.62,10535,3.17
201415,National,E92000001,England,State-funded secondary,IDACI_decile,IDACI_decile_80_to_90pc,Total,371400,400,0.11,20895,5.63,11185,3.01
201415,National,E92000001,England,State-funded secondary,IDACI_decile,IDACI_decile_90_to_100pc_least_deprived,Total,334680,310,0.09,16625,4.97,9315,2.78
201415,NATIONAL,E92000001,England,Special,Total,Total,Total,103970,90,0.09,14080,13.54,5435,5.23
201415,NATIONAL,E92000001,England,Special,Gender,Gender_male,Total,74555,85,0.11,12635,16.95,4845,6.5
201415,NATIONAL,E92000001,England,Special,Gender,Gender_female,Total,29415,10,0.03,1445,4.92,590,2.01
201415,NATIONAL,E92000001,England,Special,Age,Age_4_and_under,Total,5980,0,0,5,0.05,5,0.05
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_4_and_under,Male,4135,0,0,5,0.07,5,0.07
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_4_and_under,Female,1845,0,0,0,0,0,0
201415,NATIONAL,E92000001,England,Special,Age,Age_5,Total,4455,0,0,20,0.43,10,0.2
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_5,Male,3235,0,0,15,0.49,5,0.22
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_5,Female,1220,0,0,5,0.25,x,x
201415,NATIONAL,E92000001,England,Special,Age,Age_6,Total,4920,0,0,35,0.73,20,0.37
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_6,Male,3615,0,0,30,0.83,15,0.47
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_6,Female,1310,0,0,5,0.46,x,x
201415,NATIONAL,E92000001,England,Special,Age,Age_7,Total,5320,x,x,155,2.95,70,1.28
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_7,Male,3895,x,x,145,3.75,60,1.57
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_7,Female,1425,0,0,10,0.77,5,0.49
201415,NATIONAL,E92000001,England,Special,Age,Age_8,Total,5760,x,x,275,4.81,120,2.12
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_8,Male,4245,x,x,260,6.15,110,2.64
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_8,Female,1515,0,0,15,1.06,10,0.66
201415,NATIONAL,E92000001,England,Special,Age,Age_9,Total,6255,5,0.08,490,7.83,210,3.39
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_9,Male,4595,5,0.09,450,9.8,195,4.22
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_9,Female,1665,x,x,40,2.41,20,1.08
201415,NATIONAL,E92000001,England,Special,Age,Age_10,Total,6640,5,0.08,715,10.77,280,4.22
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_10,Male,4865,x,x,635,13.07,260,5.3
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_10,Female,1775,5,0.17,80,4.45,20,1.24
201415,NATIONAL,E92000001,England,Special,Age,Age_11,Total,9335,5,0.06,1520,16.26,595,6.39
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_11,Male,6760,5,0.09,1425,21.07,545,8.06
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_11,Female,2575,0,0,95,3.65,50,1.98
201415,NATIONAL,E92000001,England,Special,Age,Age_12,Total,9515,10,0.09,2150,22.59,785,8.27
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_12,Male,6970,10,0.13,1920,27.53,705,10.15
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_12,Female,2545,0,0,230,9.07,80,3.14
201415,NATIONAL,E92000001,England,Special,Age,Age_13,Total,10110,20,0.19,3130,30.98,1055,10.45
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_13,Male,7390,15,0.23,2795,37.84,940,12.74
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_13,Female,2720,x,x,335,12.34,115,4.26
201415,NATIONAL,E92000001,England,Special,Age,Age_14,Total,10500,30,0.27,3120,29.72,1165,11.1
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_14,Male,7635,25,0.35,2785,36.49,1025,13.45
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_14,Female,2865,x,x,335,11.69,140,4.85
201415,NATIONAL,E92000001,England,Special,Age,Age_15,Total,10730,10,0.1,2175,20.27,930,8.68
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_15,Male,7795,10,0.14,1940,24.87,835,10.69
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_15,Female,2935,0,0,235,8.07,100,3.34
201415,NATIONAL,E92000001,England,Special,Age,Age_16,Total,5765,5,0.05,130,2.29,80,1.39
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_16,Male,3810,5,0.08,105,2.78,60,1.52
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_16,Female,1955,0,0,25,1.33,20,1.13
201415,NATIONAL,E92000001,England,Special,Age,Age_17,Total,4965,x,x,115,2.32,70,1.45
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_17,Male,3300,x,x,95,2.91,60,1.82
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_17,Female,1665,x,x,20,1.14,10,0.72
201415,NATIONAL,E92000001,England,Special,Age,Age_18,Total,3620,x,x,45,1.19,35,0.99
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_18,Male,2260,x,x,30,1.33,25,1.06
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_18,Female,1360,0,0,15,0.96,10,0.88
201415,NATIONAL,E92000001,England,Special,Age,Age_19_and_over,Total,90,0,0,0,0,0,0
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_19_and_over,Male,55,0,0,0,0,0,0
201415,NATIONAL,E92000001,England,Special,Age_gender,Age_19_and_over,Female,40,0,0,0,0,0,0
201415,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Major_White_Total,Total,75095,70,0.09,11740,15.64,4480,5.97
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Major_White_Total,Male,54190,65,0.12,10515,19.41,3985,7.35
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Major_White_Total,Female,20905,5,0.03,1225,5.86,495,2.37
201415,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Minor_White_British,Total,71325,65,0.09,11420,16.01,4350,6.1
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_White_British,Male,51595,60,0.12,10240,19.85,3875,7.51
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_White_British,Female,19735,5,0.04,1180,5.97,475,2.42
201415,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Minor_Irish,Total,285,0,0,55,19.51,20,6.27
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Irish,Male,210,0,0,45,21.23,15,7.55
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Irish,Female,75,0,0,10,14.67,x,x
201415,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Minor_Traveller_of_Irish_heritage,Total,105,0,0,30,28.97,10,9.35
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Traveller_of_Irish_heritage,Male,70,0,0,25,35.71,5,10
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Traveller_of_Irish_heritage,Female,35,0,0,5,16.22,5,8.11
201415,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Minor_Gypsy_Roma,Total,330,x,x,80,24.7,35,11.28
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Gypsy_Roma,Male,245,x,x,75,31.28,35,14.4
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Gypsy_Roma,Female,85,0,0,5,5.88,x,x
201415,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Minor_Any_other_white_background,Total,3045,5,0.1,155,5.12,65,2.14
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Any_other_white_background,Male,2070,5,0.14,130,6.38,55,2.61
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Any_other_white_background,Female,975,0,0,25,2.46,10,1.13
201415,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Major_Mixed_Total,Total,4925,10,0.18,940,19.12,375,7.63
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Major_Mixed_Total,Male,3655,10,0.25,820,22.48,335,9.14
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Major_Mixed_Total,Female,1270,0,0,120,9.45,40,3.31
201415,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Minor_White_and_Black_Caribbean,Total,1620,5,0.43,470,28.97,200,12.35
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_White_and_Black_Caribbean,Male,1245,5,0.56,405,32.42,175,13.96
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_White_and_Black_Caribbean,Female,375,0,0,65,17.43,25,6.97
201415,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Minor_White_and_Black_African,Total,600,x,x,90,14.67,30,5.33
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_White_and_Black_African,Male,455,x,x,75,16.08,30,6.61
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_White_and_Black_African,Female,145,0,0,15,10.27,x,x
201415,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Minor_White_and_Asian,Total,860,0,0,80,9.4,35,3.94
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_White_and_Asian,Male,625,0,0,70,11.24,30,4.65
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_White_and_Asian,Female,240,0,0,10,4.6,5,2.09
201415,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Minor_Any_other_Mixed_background,Total,1845,x,x,305,16.48,110,5.96
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Any_other_Mixed_background,Male,1335,x,x,275,20.63,100,7.58
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Any_other_Mixed_background,Female,510,0,0,30,5.66,10,1.76
201415,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Major_Asian_Total,Total,8810,5,0.03,215,2.45,100,1.11
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Major_Asian_Total,Male,5835,x,x,195,3.31,85,1.44
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Major_Asian_Total,Female,2975,x,x,25,0.77,15,0.47
201415,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Minor_Indian,Total,1620,x,x,25,1.67,10,0.74
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Indian,Male,1120,x,x,25,2.42,10,1.07
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Indian,Female,500,0,0,0,0,0,0
201415,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Minor_Pakistani,Total,4305,0,0,120,2.76,50,1.16
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Pakistani,Male,2740,0,0,105,3.83,45,1.57
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Pakistani,Female,1565,0,0,15,0.89,5,0.45
201415,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Minor_Bangladeshi,Total,1405,0,0,20,1.42,15,1.21
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Bangladeshi,Male,965,0,0,15,1.66,15,1.45
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Bangladeshi,Female,440,0,0,5,0.91,5,0.68
201415,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Minor_Any_other_Asian_background,Total,1480,x,x,50,3.38,20,1.28
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Any_other_Asian_background,Male,1015,0,0,45,4.44,15,1.48
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Any_other_Asian_background,Female,465,x,x,5,1.07,5,0.86
201415,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Major_Black_Total,Total,6210,10,0.13,930,14.99,375,6.04
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Major_Black_Total,Male,4600,10,0.17,865,18.78,340,7.41
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Major_Black_Total,Female,1610,0,0,65,4.17,35,2.11
201415,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Minor_Black_Caribbean,Total,1505,5,0.27,545,36.26,205,13.77
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Black_Caribbean,Male,1160,5,0.35,515,44.35,190,16.57
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Black_Caribbean,Female,345,0,0,30,9.01,15,4.36
201415,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Minor_Black_African,Total,3700,x,x,210,5.68,100,2.76
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Black_African,Male,2685,x,x,190,7,90,3.31
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Black_African,Female,1010,0,0,20,2.17,15,1.28
201415,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Minor_Any_other_black_background,Total,1005,x,x,175,17.48,65,6.55
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Any_other_black_background,Male,755,x,x,160,21.46,60,7.95
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Any_other_black_background,Female,250,0,0,15,5.56,5,2.38
201415,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Minor_Chinese,Total,275,0,0,5,1.1,5,1.1
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Chinese,Male,205,0,0,5,1.47,5,1.47
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Chinese,Female,70,0,0,0,0,0,0
201415,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Minor_Any_Other_Ethnic_Group,Total,1375,0,0,80,5.82,35,2.55
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Any_Other_Ethnic_Group,Male,950,0,0,80,8.2,35,3.47
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minor_Any_Other_Ethnic_Group,Female,425,0,0,x,x,x,x
201415,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Minority_ethnic_pupil,Total,25355,25,0.09,2495,9.84,1015,4.01
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minority_ethnic_pupil,Male,17840,25,0.13,2240,12.54,905,5.08
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Minority_ethnic_pupil,Female,7515,x,x,260,3.43,110,1.46
201415,NATIONAL,E92000001,England,Special,Ethnicity,Ethnicity_Unclassified,Total,1305,x,x,165,12.64,65,5.13
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Unclassified,Male,985,x,x,155,15.84,65,6.5
201415,NATIONAL,E92000001,England,Special,Ethnicity_gender,Ethnicity_Unclassified,Female,320,0,0,10,2.81,5,0.94
201415,NATIONAL,E92000001,England,Special,NC_year,NC_Year_Nursery,Total,2140,0,0,0,0,0,0
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_Nursery,Male,1390,0,0,0,0,0,0
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_Nursery,Female,750,0,0,0,0,0,0
201415,NATIONAL,E92000001,England,Special,NC_year,NC_Year_Reception,Total,3815,0,0,x,x,x,x
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_Reception,Male,2725,0,0,x,x,x,x
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_Reception,Female,1090,0,0,0,0,0,0
201415,NATIONAL,E92000001,England,Special,NC_year,NC_Year_1,Total,4435,0,0,20,0.41,10,0.18
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_1,Male,3225,0,0,15,0.47,5,0.19
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_1,Female,1210,0,0,5,0.25,x,x
201415,NATIONAL,E92000001,England,Special,NC_year,NC_Year_2,Total,4845,0,0,40,0.8,20,0.39
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_2,Male,3560,0,0,35,0.93,20,0.51
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_2,Female,1285,0,0,5,0.47,x,x
201415,NATIONAL,E92000001,England,Special,NC_year,NC_Year_3,Total,5290,x,x,160,3.01,65,1.27
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_3,Male,3875,x,x,150,3.82,60,1.55
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_3,Female,1415,0,0,10,0.78,5,0.5
201415,NATIONAL,E92000001,England,Special,NC_year,NC_Year_4,Total,5730,x,x,285,4.99,120,2.13
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_4,Male,4215,x,x,270,6.41,110,2.66
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_4,Female,1515,0,0,15,1.06,10,0.66
201415,NATIONAL,E92000001,England,Special,NC_year,NC_Year_5,Total,6190,5,0.08,490,7.88,210,3.38
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_5,Male,4550,5,0.09,450,9.85,190,4.2
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_5,Female,1640,x,x,40,2.44,20,1.1
201415,NATIONAL,E92000001,England,Special,NC_year,NC_Year_6,Total,6605,5,0.08,710,10.77,280,4.23
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_6,Male,4840,x,x,630,13.06,255,5.31
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_6,Female,1760,5,0.17,80,4.48,20,1.25
201415,NATIONAL,E92000001,England,Special,NC_year,NC_Year_7,Total,9275,5,0.06,1515,16.36,595,6.41
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_7,Male,6710,5,0.09,1420,21.13,545,8.12
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_7,Female,2565,0,0,100,3.86,50,1.91
201415,NATIONAL,E92000001,England,Special,NC_year,NC_Year_8,Total,9475,10,0.08,2125,22.41,780,8.21
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_8,Male,6950,10,0.12,1900,27.33,700,10.04
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_8,Female,2525,0,0,225,8.9,80,3.17
201415,NATIONAL,E92000001,England,Special,NC_year,NC_Year_9,Total,10050,20,0.18,3095,30.79,1040,10.35
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_9,Male,7335,15,0.23,2765,37.7,930,12.67
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_9,Female,2715,x,x,330,12.12,110,4.09
201415,NATIONAL,E92000001,England,Special,NC_year,NC_Year_10,Total,10505,30,0.27,3130,29.8,1165,11.11
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_10,Male,7635,25,0.35,2795,36.62,1030,13.46
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_10,Female,2870,x,x,335,11.67,140,4.84
201415,NATIONAL,E92000001,England,Special,NC_year,NC_Year_11,Total,10615,10,0.1,2175,20.47,930,8.75
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_11,Male,7720,10,0.14,1945,25.21,835,10.81
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_11,Female,2895,0,0,225,7.84,95,3.28
201415,NATIONAL,E92000001,England,Special,NC_year,NC_Year_12_and_above,Total,14060,5,0.05,260,1.86,175,1.24
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_12_and_above,Male,9175,5,0.07,205,2.26,130,1.44
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_12_and_above,Female,4885,x,x,55,1.13,45,0.88
201415,NATIONAL,E92000001,England,Special,NC_year,NC_Year_Not_followed,Total,945,0,0,10,1.16,10,0.85
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_Not_followed,Male,655,0,0,10,1.52,5,1.07
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_Not_followed,Female,290,0,0,x,x,x,x
201415,NATIONAL,E92000001,England,Special,NC_year,NC_Year_Unclassified,Total,0,x,.,65,.,40,.
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_Unclassified,Male,0,x,.,45,.,30,.
201415,NATIONAL,E92000001,England,Special,NC_year_gender,NC_Year_Unclassified,Female,0,x,.,20,.,10,.
201415,NATIONAL,E92000001,England,Special,FSM_Eligible,FSM_Eligible,Total,38655,50,0.12,7435,19.23,2845,7.36
201415,NATIONAL,E92000001,England,Special,FSM_Eligible,FSM_NotEligible,Total,65315,45,0.07,6650,10.18,2590,3.97
201415,NATIONAL,E92000001,England,Special,FSM_Eligible,FSM_Unclassified,Total,0,0,.,x,.,x,.
201415,NATIONAL,E92000001,England,Special,FSM_eligible_in_last_6_years,FSM_eligible_in_last_6_years,Total,45440,50,0.11,10805,23.78,3995,8.79
201415,NATIONAL,E92000001,England,Special,FSM_eligible_in_last_6_years,FSM_not_eligible_in_last_6_years,Total,42330,15,0.04,2775,6.55,1160,2.74
201415,NATIONAL,E92000001,England,Special,FSM_eligible_in_last_6_years,FSM_unclassified_in_last_6_years,Total,16200,25,0.15,505,3.11,280,1.73
201415,NATIONAL,E92000001,England,Special,SEN_provision,SEN_Provision_No_SEN,Total,260,0,0,185,71.92,45,16.54
201415,NATIONAL,E92000001,England,Special,SEN_provision,SEN_provision_SEN_with_statement_EHC,Total,101575,90,0.09,12965,12.76,5135,5.05
201415,NATIONAL,E92000001,England,Special,SEN_provision,SEN_provision_SEN_without_statement,Total,2135,x,x,930,43.6,260,12.24
201415,NATIONAL,E92000001,England,Special,SEN_primary_need,SEN_primary_need_Autistic_spectrum_disorder,Total,24900,20,0.08,830,3.34,450,1.82
201415,NATIONAL,E92000001,England,Special,SEN_primary_need,SEN_primary_need_Hearing_impairment,Total,1370,5,0.29,110,8.04,70,4.97
201415,NATIONAL,E92000001,England,Special,SEN_primary_need,SEN_primary_need_Moderate_learning_difficulty,Total,16825,5,0.04,1195,7.1,585,3.48
201415,NATIONAL,E92000001,England,Special,SEN_primary_need,SEN_primary_need_Multisensory_impairment,Total,220,0,0,x,x,x,x
201415,NATIONAL,E92000001,England,Special,SEN_primary_need,SEN_primary_need_No_specialist_assessment,Total,170,x,x,70,41.67,25,16.07
201415,NATIONAL,E92000001,England,Special,SEN_primary_need,SEN_primary_need_Other_difficulty_disability,Total,1080,x,x,95,8.88,40,3.89
201415,NATIONAL,E92000001,England,Special,SEN_primary_need,SEN_primary_need_Physical_disability,Total,3600,0,0,30,0.86,15,0.39
201415,NATIONAL,E92000001,England,Special,SEN_primary_need,SEN_primary_need_Profound_and_multiple_learning_difficulty,Total,8865,0,0,10,0.09,5,0.05
201415,NATIONAL,E92000001,England,Special,SEN_primary_need,SEN_primary_need_Social_emotional_and_mental_health,Total,13450,40,0.31,10475,77.86,3690,27.42
201415,NATIONAL,E92000001,England,Special,SEN_primary_need,SEN_primary_need_Speech_language_and_communications_needs,Total,5725,x,x,220,3.81,110,1.96
201415,NATIONAL,E92000001,England,Special,SEN_primary_need,SEN_primary_need_Severe_learning_difficulty,Total,25295,10,0.03,310,1.23,150,0.59
201415,NATIONAL,E92000001,England,Special,SEN_primary_need,SEN_primary_need_Specific_learning_difficulty,Total,1350,0,0,140,10.3,55,4.07
201415,NATIONAL,E92000001,England,Special,SEN_primary_need,SEN_primary_need_Visual_impairment,Total,740,0,0,15,2.03,10,1.49
201415,National,E92000001,England,special,IDACI_decile,IDACI_decile_0_to_10pc_most_deprived,Total,14135,10,0.06,1855,13.12,690,4.88
201415,National,E92000001,England,special,IDACI_decile,IDACI_decile_10_to_20pc,Total,11605,10,0.08,2075,17.87,825,7.11
201415,National,E92000001,England,special,IDACI_decile,IDACI_decile_20_to_30pc,Total,12745,20,0.14,1860,14.58,675,5.29
201415,National,E92000001,England,special,IDACI_decile,IDACI_decile_30_to_40pc,Total,7025,5,0.07,1750,24.93,520,7.37
201415,National,E92000001,England,special,IDACI_decile,IDACI_decile_40_to_50pc,Total,8850,5,0.03,860,9.69,395,4.44
201415,National,E92000001,England,special,IDACI_decile,IDACI_decile_50_to_60pc,Total,10980,10,0.09,1355,12.33,585,5.33
201415,National,E92000001,England,special,IDACI_decile,IDACI_decile_60_to_70pc,Total,8705,5,0.08,1490,17.11,460,5.3
201415,National,E92000001,England,special,IDACI_decile,IDACI_decile_70_to_80pc,Total,11000,10,0.09,1205,10.95,565,5.12
201415,National,E92000001,England,special,IDACI_decile,IDACI_decile_80_to_90pc,Total,9895,15,0.13,715,7.22,320,3.23
201415,National,E92000001,England,special,IDACI_decile,IDACI_decile_90_to_100pc_least_deprived,Total,8835,10,0.1,910,10.3,400,4.52
201314,NATIONAL,E92000001,England,Total,Total,Total,Total,7698310,4950,0.06,269475,3.5,142845,1.86
201314,NATIONAL,E92000001,England,Total,Gender,Gender_male,Total,3925775,3920,0.1,200450,5.11,104925,2.67
201314,NATIONAL,E92000001,England,Total,Gender,Gender_female,Total,3772530,1030,0.03,69025,1.83,37920,1.01
201314,NATIONAL,E92000001,England,Total,Age,Age_4_and_under,Total,939560,25,0,2025,0.22,970,0.1
201314,NATIONAL,E92000001,England,Total,Age_gender,Age_4_and_under,Male,479820,25,0,1780,0.37,850,0.18
201314,NATIONAL,E92000001,England,Total,Age_gender,Age_4_and_under,Female,459740,5,0,245,0.05,120,0.03
201314,NATIONAL,E92000001,England,Total,Age,Age_5,Total,641710,80,0.01,4605,0.72,1940,0.3
201314,NATIONAL,E92000001,England,Total,Age_gender,Age_5,Male,328685,75,0.02,4090,1.24,1690,0.51
201314,NATIONAL,E92000001,England,Total,Age_gender,Age_5,Female,313025,5,0,515,0.16,250,0.08
201314,NATIONAL,E92000001,England,Total,Age,Age_6,Total,618130,100,0.02,5555,0.9,2410,0.39
201314,NATIONAL,E92000001,England,Total,Age_gender,Age_6,Male,316760,95,0.03,4855,1.53,2100,0.66
201314,NATIONAL,E92000001,England,Total,Age_gender,Age_6,Female,301365,5,0,700,0.23,310,0.1
201314,NATIONAL,E92000001,England,Total,Age,Age_7,Total,596905,160,0.03,7355,1.23,3165,0.53
201314,NATIONAL,E92000001,England,Total,Age_gender,Age_7,Male,305645,145,0.05,6500,2.13,2780,0.91
201314,NATIONAL,E92000001,England,Total,Age_gender,Age_7,Female,291260,15,0,855,0.29,385,0.13
201314,NATIONAL,E92000001,England,Total,Age,Age_8,Total,584335,150,0.03,7995,1.37,3760,0.64
201314,NATIONAL,E92000001,England,Total,Age_gender,Age_8,Male,298940,135,0.05,7255,2.43,3350,1.12
