term,year,level,country_code,country_name,school_type,characteristic_desc,characteristic_1,characteristic_2,enrolments,sess_possible,sess_overall,sess_authorised,sess_unauthorised,sess_overall_percent,sess_authorised_percent,sess_unauthorised_percent,enrolments_PA_10_exact,enrolments_pa_10_exact_percent,sess_possible_pa_10_exact,sess_overall_pa_10_exact,sess_authorised_pa_10_exact,sess_unauthorised_pa_10_exact,sess_overall_percent_pa_10_exact,sess_authorised_percent_pa_10_exact,sess_unauthorised_percent_pa_10_exact,sess_auth_illness,sess_auth_appointments,sess_auth_religious,sess_auth_study,sess_auth_traveller,sess_auth_holiday,sess_auth_ext_holiday,sess_auth_excluded,sess_auth_other,sess_auth_totalreasons,sess_unauth_holiday,sess_unauth_late,sess_unauth_other,sess_unauth_noyet,sess_unauth_totalreasons,sess_overall_totalreasons
six half terms,201415,National,E92000001,England,State-funded primary,,SEN_primary_need_Physical_disability,,12300,4484967,364622,318773,45849,8.1,7.1,1,3375,27.5,1210849,221919,192091,29828,18.3,15.9,2.5,208361,80490,1446,17,364,7300,.,895,18650,317523,15053,4691,22285,3582,45611,363134
six half terms,201415,National,E92000001,England,State-funded primary,,SEN_primary_need_Profound_and_multiple_learning_difficulty,,1290,460733,37790,33026,4764,8.2,7.2,1,335,25.9,116551,23038,19797,3241,19.8,17,2.8,22404,6678,144,0,13,643,.,139,2882,32903,1534,638,2160,411,4743,37646
six half terms,201415,National,E92000001,England,State-funded primary,,SEN_primary_need_Social_emotional_and_mental_health,,57815,20222839,1228281,940883,287398,6.1,4.7,1.4,10405,18,3288510,613514,439770,173744,18.7,13.4,5.3,585197,90560,3567,116,1882,16914,.,95090,143490,936816,56571,40514,169921,19329,286335,1223151
six half terms,201415,National,E92000001,England,State-funded primary,,SEN_primary_need_Speech_language_and_communications_needs,,93675,33926817,1666453,1306611,359842,4.9,3.9,1.1,11370,12.1,3909680,601267,422009,179258,15.4,10.8,4.6,1018887,138448,14176,79,5677,28199,.,12679,84412,1302557,101539,36689,192784,27699,358711,1661268
six half terms,201415,National,E92000001,England,State-funded primary,,SEN_primary_need_Severe_learning_difficulty,,3970,1397061,91512,75447,16065,6.6,5.4,1.1,820,20.7,270612,46499,36456,10043,17.2,13.5,3.7,52883,12003,449,11,182,1859,.,1156,6579,75122,3905,1541,9178,1396,16020,91142
six half terms,201415,National,E92000001,England,State-funded primary,,SEN_primary_need_Specific_learning_difficulty,,36470,13254903,649848,511842,138006,4.9,3.9,1,4440,12.2,1529815,237898,167920,69978,15.6,11,4.6,406238,46912,2698,26,4628,11494,.,4536,33270,509802,38631,12975,75390,10421,137417,647219
six half terms,201415,National,E92000001,England,State-funded primary,,SEN_primary_need_Visual_impairment,,4015,1465635,85029,69540,15489,5.8,4.7,1.1,615,15.3,218207,36973,28742,8231,16.9,13.2,3.8,47319,14888,745,17,18,1512,.,463,4532,69494,5194,1446,7905,905,15450,84944
six half terms,201415,National,E92000001,England,State-funded primary,,SEN_primary_need_Unclassified,,30655,10051496,502181,378008,124173,5,3.8,1.2,4550,14.8,1163134,201396,133489,67907,17.3,11.5,5.8,291072,31265,3433,5,4054,8653,.,8071,29859,376412,33602,11107,69857,9158,123724,500136
six half terms,201415,National,E92000001,England,State-funded primary,,First_language_Known_or_believed_to_be_English,,2984160,1081960119,42826105,33954910,8871195,4,3.1,0.8,242785,8.1,79563964,12135757,8515629,3620128,15.3,10.7,4.5,27690707,2560550,101553,2787,205009,995053,.,231440,2056503,33843602,3388617,775663,4090886,584827,8839993,42683595
six half terms,201415,National,E92000001,England,State-funded primary,,First_language_Known_or_believed_to_be_other_than_English,,743130,260337544,11082984,8251305,2831679,4.3,3.2,1.1,70735,9.5,21615376,3204524,2011132,1193392,14.8,9.3,5.5,6472531,564970,371648,1528,3633,245498,.,21213,551334,8232355,1145747,118361,1361333,199099,2824540,11056895
six half terms,201415,National,E92000001,England,State-funded primary,,First_language_Unclassified,,7440,2423090,107687,78491,29196,4.4,3.2,1.2,920,12.4,234176,38689,23838,14851,16.5,10.2,6.3,60046,5860,1589,19,469,1871,.,664,6238,76756,7323,2430,15848,3097,28698,105454
six half terms,201415,National,E92000001,England,State-funded secondary,,Total,,2822655,983983379,52130100,39107980,13022120,5.3,4,1.3,390185,13.8,125784232,23428647,14639809,8788838,18.6,11.6,7,29700893,3609253,253333,591967,59292,399523,.,1232488,3148704,38995453,1813257,593380,9421169,1152269,12980075,51975528
six half terms,201415,National,E92000001,England,State-funded secondary,,Gender_male,,1430845,498640340,25929054,19464856,6464198,5.2,3.9,1.3,191250,13.4,61686441,11442526,7119723,4322803,18.5,11.5,7,14628179,1656813,133394,310657,33035,197741,.,878980,1563951,19402750,898059,310576,4658465,577016,6444116,25846866
six half terms,201415,National,E92000001,England,State-funded secondary,,Gender_female,,1391810,485343039,26201046,19643124,6557922,5.4,4,1.4,198935,14.3,64097791,11986121,7520086,4466035,18.7,11.7,7,15072714,1952440,119939,281310,26257,201782,.,353508,1584753,19592703,915198,282804,4762704,575253,6535959,26128662
six half terms,201415,National,E92000001,England,State-funded secondary,,Ethnicity_Major_White_Total,,2183745,762677048,42055330,31735998,10319332,5.5,4.2,1.4,320095,14.7,103759305,19633971,12311725,7322246,18.9,11.9,7.1,24365834,2903785,29626,473042,57015,308303,.,949090,2567066,31653761,1341875,451555,7665835,829221,10288486,41942247
six half terms,201415,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_White_British,,2039125,713106531,39028305,29753752,9274553,5.5,4.2,1.3,294455,14.4,95762833,18134578,11524666,6609912,18.9,12,6.9,22901642,2718731,19815,448283,31923,283465,.,879244,2394264,29677367,1199172,418911,6910465,718419,9246967,38924334
six half terms,201415,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Irish,,9145,3209334,186171,142717,43454,5.8,4.4,1.4,1410,15.4,454050,87111,54621,32490,19.2,12,7.2,105262,13791,195,3381,915,1050,.,4389,13225,142208,3505,2486,32255,5010,43256,185464
six half terms,201415,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Traveller_of_Irish_heritage,,1235,375625,72053,35639,36414,19.2,9.5,9.7,775,62.9,225109,65167,30441,34726,28.9,13.5,15.4,15627,1848,27,160,8363,34,.,2952,6600,35611,1278,959,30546,3335,36118,71729
six half terms,201415,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Gypsy_Roma,,7635,2408781,356899,158748,198151,14.8,6.6,8.2,4325,56.7,1311101,298606,123638,174968,22.8,9.4,13.3,90720,12227,219,324,13957,661,.,17223,23363,158694,14982,3544,162317,17254,198097,356791
six half terms,201415,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Any_other_white_background,,126610,43576777,2411902,1645142,766760,5.5,3.8,1.8,19130,15.1,6006212,1048509,578359,470150,17.5,9.6,7.8,1252583,157188,9370,20894,1857,23093,.,45282,129614,1639881,122938,25655,530252,85203,764048,2403929
six half terms,201415,National,E92000001,England,State-funded secondary,,Ethnicity_Major_Mixed_Total,,125900,43867963,2468125,1776978,691147,5.6,4.1,1.6,19610,15.6,6327234,1183750,702117,481633,18.7,11.1,7.6,1312810,161369,11976,27351,68,17394,.,80770,159488,1771226,69469,41372,511079,67703,689623,2460849
six half terms,201415,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_White_and_Black_Caribbean,,39155,13537161,879022,603512,275510,6.5,4.5,2,7765,19.8,2506898,476484,271957,204527,19,10.8,8.2,443271,51999,747,6534,11,3724,.,38056,58366,602708,21093,16957,211521,25412,274983,877691
six half terms,201415,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_White_and_Black_African,,15020,5222116,272342,193589,78753,5.2,3.7,1.5,2050,13.7,655612,122541,70658,51883,18.7,10.8,7.9,143467,17483,1394,2738,4,2077,.,9343,16751,193257,7987,4545,58269,7893,78694,271951
six half terms,201415,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_White_and_Asian,,27975,9856468,507000,385783,121217,5.1,3.9,1.2,3675,13.1,1191638,221337,138520,82817,18.6,11.6,6.9,286702,35738,4826,8073,7,4708,.,10936,32435,383425,15754,6450,87826,10703,120733,504158
six half terms,201415,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Any_other_Mixed_background,,43750,15252218,809761,594094,215667,5.3,3.9,1.4,6125,14,1973086,363388,220982,142406,18.4,11.2,7.2,439370,56149,5009,10006,46,6885,.,22435,51936,591836,24635,13420,153463,23695,215213,807049
six half terms,201415,National,E92000001,England,State-funded secondary,,Ethnicity_Major_Asian_Total,,270695,95374703,4184710,3167552,1017158,4.4,3.3,1.1,25940,9.6,8515693,1326424,864772,461652,15.6,10.2,5.4,2335033,288666,163812,56040,116,42524,.,65260,195963,3147414,257724,39729,592999,119003,1009455,4156869
six half terms,201415,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Indian,,71685,25469687,912465,747375,165090,3.6,2.9,0.6,4475,6.2,1463249,227238,164376,62862,15.5,11.2,4.3,555625,74125,18654,23777,12,13222,.,7815,49537,742767,46694,6889,88761,18836,161180,903947
six half terms,201415,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Pakistani,,111430,39020359,1984158,1446622,537536,5.1,3.7,1.4,13915,12.5,4594156,720358,456698,263660,15.7,9.9,5.7,1057772,125320,97584,15846,56,15104,.,39564,86207,1437453,142434,18807,317477,57169,535887,1973340
six half terms,201415,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Bangladeshi,,44885,15916735,730585,542245,188340,4.6,3.4,1.2,4400,9.8,1468718,222509,139777,82732,15.1,9.5,5.6,413875,45673,33522,3417,12,5625,.,10693,24958,537775,34159,8448,118751,25631,186989,724764
six half terms,201415,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Any_other_Asian_background,,42695,14967922,557502,431310,126192,3.7,2.9,0.8,3150,7.4,989570,156319,103921,52398,15.8,10.5,5.3,307761,43548,14052,13000,36,8573,.,7188,35261,429419,34437,5585,68010,17367,125399,554818
six half terms,201415,National,E92000001,England,State-funded secondary,,Ethnicity_Major_Black_Total,,146540,50895512,1883679,1347576,536103,3.7,2.6,1.1,11815,8.1,3621103,629114,378970,250144,17.4,10.5,6.9,914213,148081,25242,17583,59,14744,.,99292,127050,1346264,66803,41446,342174,84875,535298,1881562
six half terms,201415,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Black_Caribbean,,38640,13400449,654243,460237,194006,4.9,3.4,1.4,4980,12.9,1567280,281946,167737,114209,18,10.7,7.3,312514,44835,1029,4416,12,4937,.,41657,50513,459913,17967,17510,132035,26246,193758,653671
six half terms,201415,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Black_African,,90345,31457935,979263,715537,263726,3.1,2.3,0.8,5005,5.5,1495114,248527,155007,93520,16.6,10.4,6.3,482905,85451,22706,10986,37,8109,.,45451,59053,714698,40241,17761,157317,47956,263275,977973
six half terms,201415,National,E92000001,England,State-funded secondary,,Ethnicity_Minor_Any_other_black_background,,17555,6037128,250173,171802,78371,4.1,2.8,1.3,1825,10.4,558709,98641,56226,42415,17.7,10.1,7.6,118794,17795,1507,2181,10,1698,.,12184,17484,171653,8595,6175,52822,10673,78265,249918
six half terms,201415,National,E92000001,England,State-funded secondary,,Ethnicity_Major_Chinese,,9755,3435821,79088,64759,14329,2.3,1.9,0.4,335,3.4,100580,15476,11348,4128,15.4,11.3,4.1,41920,8502,118,4237,2,2618,.,480,6578,64455,5336,537,6422,1947,14242,78697
six half terms,201415,National,E92000001,England,State-funded secondary,,Ethnicity_Major_Any_Other_Ethnic_Group,,41825,14388635,661497,454920,206577,4.6,3.2,1.4,4520,10.8,1382974,234250,132027,102223,16.9,9.5,7.4,321628,49011,17109,6144,306,7618,.,16995,35282,454093,44742,7105,128163,26234,206244,660337
six half terms,201415,National,E92000001,England,State-funded secondary,,Ethnicity_Minority_Ethnic_Group,,739330,257533151,12304124,8794031,3510093,4.8,3.4,1.4,87860,11.9,27944056,4888407,2876293,2012114,17.5,10.3,7.2,6389796,840683,228068,136114,25643,109736,.,332643,697163,8759846,586777,162833,2336207,410564,3496381,12256227
six half terms,201415,National,E92000001,England,State-funded secondary,,Ethnicity_Major_Unclassified,,44200,13343697,797671,560197,237474,6,4.2,1.8,7865,17.8,2077343,405662,238850,166812,19.5,11.5,8,409455,49839,5450,7570,1726,6322,.,20601,57277,558240,27308,11636,174497,23286,236727,794967
six half terms,201415,National,E92000001,England,State-funded secondary,,NC_Year_1_and_below,,5970,2101551,108933,81924,27009,5.2,3.9,1.3,785,13.1,259105,40332,26602,13730,15.6,10.3,5.3,65764,5913,1284,3,310,1402,.,385,5251,80312,7541,2067,13873,3139,26620,106932
six half terms,201415,National,E92000001,England,State-funded secondary,,NC_Year_2,,5445,1915307,87603,63474,24129,4.6,3.3,1.3,585,10.8,191892,29622,17813,11809,15.4,9.3,6.2,50085,4814,1014,6,352,1093,.,287,3880,61531,7026,1807,12888,2209,23930,85461
six half terms,201415,National,E92000001,England,State-funded secondary,,NC_Year_3,,4995,1760812,76437,54131,22306,4.3,3.1,1.3,510,10.2,167911,25168,15634,9534,15,9.3,5.7,41637,4113,911,0,162,882,.,804,4052,52561,5885,1778,11630,2599,21892,74453
six half terms,201415,National,E92000001,England,State-funded secondary,,NC_Year_4,,4510,1600275,69949,49969,19980,4.4,3.1,1.2,435,9.7,145125,23116,14002,9114,15.9,9.6,6.3,39232,3589,740,1,188,850,.,529,3460,48589,5406,1325,10591,2467,19789,68378
six half terms,201415,National,E92000001,England,State-funded secondary,,NC_Year_5,,18030,6559814,251599,209079,42520,3.8,3.2,0.6,1325,7.4,449946,68709,52184,16525,15.3,11.6,3.7,170721,15921,966,8,773,5235,.,1636,12600,207860,18051,2388,18318,3435,42192,250052
six half terms,201415,National,E92000001,England,State-funded secondary,,NC_Year_6,,20050,7287897,292351,243146,49205,4,3.3,0.7,1615,8.1,545935,86924,65055,21869,15.9,11.9,4,195449,19820,837,6,1367,5238,.,2449,17775,242941,18652,2564,24180,3683,49079,292020
six half terms,201415,National,E92000001,England,State-funded secondary,,NC_Year_7,,558495,203159379,8641382,6931985,1709397,4.3,3.4,0.8,52880,9.5,17914330,2967758,2024926,942832,16.6,11.3,5.3,5592502,527060,60800,248,14181,89338,.,157772,470075,6911976,386902,44772,1120188,151102,1702964,8614940
six half terms,201415,National,E92000001,England,State-funded secondary,,NC_Year_8,,542040,196120133,9801469,7610185,2191284,5,3.9,1.1,67285,12.4,22744439,3932000,2589039,1342961,17.3,11.4,5.9,5966905,670665,59589,408,15546,96561,.,224926,556962,7591562,418870,70118,1500839,194627,2184454,9776016
six half terms,201415,National,E92000001,England,State-funded secondary,,NC_Year_9,,545855,197520280,10945715,8213743,2731972,5.5,4.2,1.4,80340,14.7,27192466,4955597,3124083,1831514,18.2,11.5,6.7,6278991,800083,59376,556,9884,94057,.,297414,648614,8188975,418886,107814,1953978,242191,2722869,10911844
six half terms,201415,National,E92000001,England,State-funded secondary,,NC_Year_10,,552765,200845369,11771466,8447082,3324384,5.9,4.2,1.7,87555,15.8,29905812,5879296,3488486,2390810,19.7,11.7,8,6347995,857890,52461,15669,10072,74773,.,334110,730114,8423084,358225,170639,2492665,292387,3313916,11737000
six half terms,201415,National,E92000001,England,State-funded secondary,,NC_Year_11,,549390,164553114,9976511,7148545,2827966,6.1,4.3,1.7,89440,16.3,26019539,5322280,3173732,2148548,20.5,12.2,8.3,4930273,696850,15281,572811,6162,29720,.,205989,674495,7131581,165640,187318,2219844,247731,2820533,9952114
six half terms,201415,National,E92000001,England,State-funded secondary,,NC_Year_12_and_above,,505,119792,8716,5701,3015,7.3,4.8,2.5,135,27.1,33537,5515,3627,1888,16.4,10.8,5.6,2320,362,30,2171,7,48,.,26,737,5701,118,107,1060,1730,3015,8716
six half terms,201415,National,E92000001,England,State-funded secondary,,NC_Year_Not_followed_or_missing,,14600,439656,97969,49016,48953,22.3,11.1,11.1,7285,49.9,214195,92330,44626,47704,43.1,20.8,22.3,19019,2173,44,80,288,326,.,6161,20689,48780,2055,683,41115,4969,48822,97602
six half terms,201415,National,E92000001,England,State-funded secondary,,FSM_eligible,,433290,148532960,12570874,7707616,4863258,8.5,5.2,3.3,121045,27.9,39499910,8116232,4259671,3856561,20.5,10.8,9.8,5534634,680978,61575,38841,11272,48179,.,477460,839741,7692680,298070,214005,3955190,384949,4852214,12544894
six half terms,201415,National,E92000001,England,State-funded secondary,,FSM_Not_eligible,,2374840,835036795,39463339,31353427,8109912,4.7,3.8,1,261865,11,86075162,15221415,10336839,4884576,17.7,12,5.7,24148855,2926322,191714,553046,47732,351186,.,748867,2288350,31256072,1513132,378692,5424864,762354,8079042,39335114
six half terms,201415,National,E92000001,England,State-funded secondary,,FSM_unclassified,,14525,413624,95887,46937,48950,23.2,11.3,11.8,7270,50.1,209160,91000,43299,47701,43.5,20.7,22.8,17404,1953,44,80,288,158,.,6161,20613,46701,2055,683,41115,4966,48819,95520
six half terms,201415,National,E92000001,England,State-funded secondary,,FSM_eligible_in_last_6_years,,820515,281726163,21444574,13744734,7699840,7.6,4.9,2.7,199545,24.3,64750880,12856156,6995787,5860369,19.9,10.8,9.1,10043582,1203796,108628,79261,14922,95217,.,774857,1395734,13715997,594025,344267,6106994,636168,7681454,21397451
six half terms,201415,National,E92000001,England,State-funded secondary,,FSM_not_eligible_in_last_6_years,,1979290,699620915,30306715,25178481,5128234,4.3,3.6,0.7,181210,9.2,60080532,10247307,7499092,2748215,17.1,12.5,4.6,19560076,2394485,142678,510099,41269,302219,.,437566,1706842,25095234,1206120,245552,3154374,499207,5105253,30200487
six half terms,201415,National,E92000001,England,State-funded secondary,,FSM_unclassified_in_last_6_years,,22845,2636301,378811,184765,194046,14.4,7,7.4,9430,41.3,952820,325184,144930,180254,34.1,15.2,18.9,97235,10972,2027,2607,3101,2087,.,20065,46128,184222,13112,3561,159801,16894,193368,377590
six half terms,201415,National,E92000001,England,State-funded secondary,,SEN_provision_No_identified_SEN,,2332340,818614572,39728074,30651825,9076249,4.9,3.7,1.1,273665,11.7,89900269,15896015,10213362,5682653,17.7,11.4,6.3,23788907,2801482,212204,515368,37038,332500,.,667541,2202733,30557773,1486010,405487,6309956,843967,9045420,39603193
six half terms,201415,National,E92000001,England,State-funded secondary,,SEN_provision_Statement_or_EHCP,,54665,18785513,1369542,1015237,354305,7.3,5.4,1.9,12020,22,3892202,841974,562571,279403,21.6,14.5,7.2,660799,123653,3940,9017,1954,10837,.,68918,134611,1013729,31641,17221,275772,28864,353498,1367227
six half terms,201415,National,E92000001,England,State-funded secondary,,SEN_provision_SEN_Support,,421455,146207652,10943376,7397779,3545597,7.5,5.1,2.4,97425,23.1,31804707,6605712,3823862,2781850,20.8,12,8.7,5235516,682430,37179,67502,20012,56080,.,490124,791997,7380840,293752,170098,2796802,274667,3535319,10916159
six half terms,201415,National,E92000001,England,State-funded secondary,,SEN_provision_Unclassified,,14195,375642,89108,43139,45969,23.7,11.5,12.2,7075,49.8,187054,84946,40014,44932,45.4,21.4,24,15671,1688,10,80,288,106,.,5905,19363,43111,1854,574,38639,4771,45838,88949
six half terms,201415,National,E92000001,England,State-funded secondary,,SEN_primary_need_Autistic_spectrum_disorder,,26085,9100872,588045,447975,140070,6.5,4.9,1.5,4665,17.9,1547740,341509,232298,109211,22.1,15,7.1,312032,43472,966,4515,133,4257,.,20755,60983,447113,12600,7108,108528,11483,139719,586832
six half terms,201415,National,E92000001,England,State-funded secondary,,SEN_primary_need_Hearing_impairment,,6840,2409086,152378,116590,35788,6.3,4.8,1.5,1220,17.9,414870,77442,52349,25093,18.7,12.6,6,82600,18272,937,1317,76,1195,.,2843,9083,116323,5262,1419,25409,3509,35599,151922
six half terms,201415,National,E92000001,England,State-funded secondary,,SEN_primary_need_Moderate_learning_difficulty,,62435,21731331,1646365,1063611,582754,7.6,4.9,2.7,14725,23.6,4904383,1001158,544273,456885,20.4,11.1,9.3,759116,94654,6080,7023,6142,8101,.,62213,118047,1061376,46856,23998,469646,40816,581316,1642692
six half terms,201415,National,E92000001,England,State-funded secondary,,SEN_primary_need_Multi-sensory_impairment,,425,150617,10406,8543,1863,6.9,5.7,1.2,85,20.3,30066,6088,4766,1322,20.2,15.9,4.4,5817,1479,65,74,0,89,.,172,788,8484,365,92,1186,165,1808,10292
six half terms,201415,National,E92000001,England,State-funded secondary,,SEN_primary_need_No_specialist_assessment,,4560,1581793,115766,76005,39761,7.3,4.8,2.5,1040,22.9,339088,68847,38497,30350,20.3,11.4,9,54781,6143,385,363,744,580,.,5206,7773,75975,3346,1465,32058,2862,39731,115706
six half terms,201415,National,E92000001,England,State-funded secondary,,SEN_primary_need_Other_difficulty/disability,,16345,5682420,470635,339707,130928,8.3,6,2.3,4185,25.6,1396423,306861,202064,104797,22,14.5,7.5,240543,39388,1124,2781,633,2834,.,17170,34886,339359,11666,6435,102844,9767,130712,470071
six half terms,201415,National,E92000001,England,State-funded secondary,,SEN_primary_need_Physical_disability,,8765,3072900,301081,257002,44079,9.8,8.4,1.4,2770,31.6,952736,213129,177595,35534,22.4,18.6,3.7,178677,50426,657,1483,135,2913,.,2369,19511,256171,4939,1462,33013,4517,43931,300102
six half terms,201415,National,E92000001,England,State-funded secondary,,SEN_primary_need_Profound_and_multiple_learning_difficulty,,335,116994,10262,8730,1532,8.8,7.5,1.3,95,28.7,32096,7052,5906,1146,22,18.4,3.6,5997,1626,26,8,4,100,.,143,826,8730,160,120,1139,113,1532,10262
six half terms,201415,National,E92000001,England,State-funded secondary,,SEN_primary_need_Social_emotional_and_mental_health,,54910,18180368,2039988,1235512,804476,11.2,6.8,4.4,20050,36.5,6251802,1561760,849571,712189,25,13.6,11.4,691106,101288,2678,9211,946,7057,.,192050,229023,1233359,32664,43141,678080,48979,802864,2036223
six half terms,201415,National,E92000001,England,State-funded secondary,,SEN_primary_need_Speech_language_and_communications_needs,,29255,10357892,599662,429523,170139,5.8,4.1,1.6,4665,15.9,1583582,298727,180729,117998,18.9,11.4,7.5,314495,43596,3371,3138,755,4054,.,19447,39776,428632,18575,7864,128068,15285,169792,598424
six half terms,201415,National,E92000001,England,State-funded secondary,,SEN_primary_need_Severe_learning_difficulty,,1925,669652,48562,35701,12861,7.3,5.3,1.9,425,22,142371,28871,18788,10083,20.3,13.2,7.1,24642,4749,205,133,24,355,.,1806,3732,35646,1206,482,10100,1055,12843,48489
six half terms,201415,National,E92000001,England,State-funded secondary,,SEN_primary_need_Specific_learning_difficulty,,51960,18223301,1210243,881807,328436,6.6,4.8,1.8,10245,19.7,3448146,653039,406572,246467,18.9,11.8,7.1,660395,81259,1932,10331,1819,6843,.,37412,80328,880319,33158,17090,248468,28681,327397,1207716
six half terms,201415,National,E92000001,England,State-funded secondary,,SEN_primary_need_Visual_impairment,,3710,1310698,91092,70658,20434,6.9,5.4,1.6,795,21.4,268755,52579,37605,14974,19.6,14,5.6,48682,12032,484,877,8,797,.,1964,5530,70374,2455,1004,14807,2104,20370,90744
six half terms,201415,National,E92000001,England,State-funded secondary,,SEN_primary_need_Unclassified,,27350,8625150,704877,447571,257306,8.2,5.2,3,7405,27.1,1989185,454561,242044,212517,22.9,12.2,10.7,309392,37550,1931,3293,1887,3554,.,34926,53714,446247,17277,11045,210351,18122,256795,703042
six half terms,201415,National,E92000001,England,State-funded secondary,,First_language_Known_or_believed_to_be_English,,2386900,833820465,45184333,34271715,10912618,5.4,4.1,1.3,341280,14.3,110535565,20867464,13196278,7671186,18.9,11.9,6.9,26161198,3141144,79385,530988,56993,329811,.,1079283,2797014,34175816,1388254,517317,8072451,901710,10879732,45055548
six half terms,201415,National,E92000001,England,State-funded secondary,,First_language_Known_or_believed_to_be_other_than_English,,427650,147455577,6796028,4732867,2063161,4.6,3.2,1.4,47615,11.1,14875680,2490030,1403129,1086901,16.7,9.4,7.3,3463002,458655,172363,59893,2047,68575,.,148495,343479,4716509,419980,73992,1315202,244888,2054062,6770571
six half terms,201415,National,E92000001,England,State-funded secondary,,First_language_Unclassified,,8105,2707337,149739,103398,46341,5.5,3.8,1.7,1290,15.9,372987,71153,40402,30751,19.1,10.8,8.2,76693,9454,1585,1086,252,1137,.,4710,8211,103128,5023,2071,33516,5671,46281,149409
six half terms,201415,National,E92000001,England,Special,,Total,,85370,29676921,2778618,2223455,555163,9.4,7.5,1.9,23460,27.5,7782578,1925033,1446294,478739,24.7,18.6,6.2,1283434,316469,8458,5625,3611,91702,.,62530,433435,2205264,38954,25512,458446,25011,547923,2753187
six half terms,201415,National,E92000001,England,Special,,Gender_male,,62080,21594269,2001703,1544812,456891,9.3,7.2,2.1,16755,27,5549604,1383069,985414,397655,24.9,17.8,7.2,877274,205697,5619,4977,3061,63180,.,56345,315857,1532010,29008,19174,384392,18297,450871,1982881
six half terms,201415,National,E92000001,England,Special,,Gender_female,,23285,8082652,776915,678643,98272,9.6,8.4,1.2,6705,28.8,2232974,541964,460880,81084,24.3,20.6,3.6,406160,110772,2839,648,550,28522,.,6185,117578,673254,9946,6338,74054,6714,97052,770306
six half terms,201415,National,E92000001,England,Special,,Ethnicity_Major_White_Total,,64200,22432566,2075882,1637765,438117,9.3,7.3,2,17105,26.6,5701332,1430789,1048709,382080,25.1,18.4,6.7,932589,231614,695,4911,3479,65180,.,49085,335725,1623278,24755,18164,373218,15799,431936,2055214
six half terms,201415,National,E92000001,England,Special,,Ethnicity_Minor_White_British,,60850,21260829,1942642,1530853,411789,9.1,7.2,1.9,15950,26.2,5311284,1331368,972575,358793,25.1,18.3,6.8,874297,214810,523,4671,1104,60097,.,47442,313845,1516789,22642,17263,351099,14746,405750,1922539
six half terms,201415,National,E92000001,England,Special,,Ethnicity_Minor_Irish,,245,85290,11500,8522,2978,13.5,10,3.5,90,35.9,29675,9257,6479,2778,31.2,21.8,9.4,4452,1059,8,15,1,255,.,355,2309,8454,98,59,2767,54,2978,11432
six half terms,201415,National,E92000001,England,Special,,Ethnicity_Minor_Traveller_of_Irish_heritage,,110,36385,8565,5769,2796,23.5,15.9,7.7,65,62,22481,7999,5325,2674,35.6,23.7,11.9,1788,400,0,14,1794,138,.,112,1523,5769,43,80,2584,89,2796,8565
six half terms,201415,National,E92000001,England,Special,,Ethnicity_Minor_Gypsy_Roma,,305,104647,19047,12780,6267,18.2,12.2,6,175,57,57859,16775,10868,5907,29,18.8,10.2,5982,1526,24,33,548,270,.,408,3989,12780,363,152,5596,156,6267,19047
six half terms,201415,National,E92000001,England,Special,,Ethnicity_Minor_Any_other_white_background,,2690,945415,94128,79841,14287,10,8.4,1.5,825,30.8,280033,65390,53462,11928,23.4,19.1,4.3,46070,13819,140,178,32,4420,.,768,14059,79486,1609,610,11172,754,14145,93631
six half terms,201415,National,E92000001,England,Special,,Ethnicity_Major_Mixed_Total,,4440,1544481,145806,112997,32809,9.4,7.3,2.1,1270,28.6,423291,101630,73587,28043,24,17.4,6.6,63002,15778,417,262,19,4389,.,4865,23722,112454,1949,1844,27173,1673,32639,145093
six half terms,201415,National,E92000001,England,Special,,Ethnicity_Minor_White_and_Black_Caribbean,,1490,507426,54288,37730,16558,10.7,7.4,3.3,465,31.3,150921,40016,25266,14750,26.5,16.7,9.8,19406,4792,36,112,6,1077,.,2856,9261,37546,542,807,14575,488,16412,53958
six half terms,201415,National,E92000001,England,Special,,Ethnicity_Minor_White_and_Black_African,,555,195226,15852,12812,3040,8.1,6.6,1.6,125,22.4,40638,9690,7268,2422,23.8,17.9,6,6996,1921,34,49,0,453,.,379,2980,12812,202,125,2550,163,3040,15852
six half terms,201415,National,E92000001,England,Special,,Ethnicity_Minor_White_and_Asian,,765,273348,23862,19858,4004,8.7,7.3,1.5,210,27.3,72249,16037,12744,3293,22.2,17.6,4.6,11902,3054,112,32,4,962,.,292,3347,19705,528,147,3119,192,3986,23691
